"en","az","ml","sq","mt","am","mk","mi","ar","mr","hy","af","mn","eu","de","ba","ne","be","no","bn","pa","my","bg","fa","bs","pl","cy","pt","hu","ro","vi","ru","ht","gl","sr","nl","si","sk","el","sl","ka","sw","gu","su","da","tg","he","th","yi","tl","id","ta","ga","tt","it","te","is","tr","es","kk","uz","kn","uk","ca","ur","ky","fi","zh","fr","ko","hi","xh","hr","km","cs","lo","sv","la","gd","lv","et","lt","eo","lb","jv","mg","ja","ms""millisecond","ms","മില്ലിസെക്കൻഡ്","të dytë","millisekonda","millisecond","милисекунда","hākonamano koe","ميلي ثانية واحدة","मिलिसेकंद","ms","millisekonde","millisecond","milisegundo","Millisekunde","миллисекунд","मिलीसेकेन्ड","мілісекунды","millisekund","মিলিসেকেন্ডে","ਮਿਲੀਸਕਿੰਟ","millisecond","милисекунда","میلی ثانیه","milisekundu","milisekundy","millisecond","milissegundo","milliszekundum","milisecundă","mili giây","миллисекунды","milisgond","milésima de segundo","милисекунди","milliseconde","මිලි තත්පර","milisekundy","χιλιοστό του δευτερολέπτου","milisekund","მილიწამი","millisecond","મિલિસેકન્ડ","millisecond","millisekund","миллисекунды","אלפית שנייה.","เสี้ยววินาที","מיליסעקאַנד","millisecond","milidetik","கணப்பொழுது","millisecond","миллисекунды","millisecondo","మిల్లిసెకనులో","millisekúndu","milisaniyelik","milisegundo","миллисекунды","millisecond","ಮಿಲಿಸೆಕೆಂಡ್","мілісекунди","mil · lèsima de segon","millisecond کی","миллисекунды","millisekunnin","毫秒","milliseconde","밀리세컨드","millisecond","millisecond","milisekundu","មិល្លី","milisekundu","millisecond","millisekund","millisecond","millisecond","milisekunžu","millisekundis","milisekundės","milisekundo","millisekunde","milidetik","millisecond","ミリ秒","milidetik"
"millennia","minilliklərin","ആയിരക്കണക്കിന് വര്ഷങ്ങള്","mijëvjeçarë","eluf ta'snin","millennia","милениуми","tauatini","آلاف السنين","हजारांपेक्षा","հազարամյակների","millennia","мянган жилийн","mila","Jahrtausende","мең йыллыҡтар","सहस्राब्दियों","тысячагоддзяў","årtusener","সহস্রাব্দ","millennia","ထောင်","хилядолетия","هزاره","milenijuma","tysiąclecia","filoedd o flynyddoedd","milênios","évezredekkel","milenii","thiên niên kỷ","тысячелетий","milenèr","milenios","миленијума","millennia","වසර දහස් ගණනක්","tisícročia","χιλιετίες","tisočletja","ათასწლეულების","ya milenia","સહસ્ત્રાબ્દી","millennia","årtusinder","тысячелетий","אלפי שנים","เกี","מאַלעניאַ","millennia","ribuan tahun","நூற்றாண்டுகளுக்கும்","millennia","меңьеллык","millenni","millennia","árþúsundir","bin yıl","milenios","мыңжылдықтар","ming yillar","ಸಹಸ್ರಾರು","тисячоліть","mil·lennis","صدیوں","тысячелетий","vuosituhansien","几千年","millénaires","천년","सदियों","millennia","tisućljeća","ពាន់","tisíciletí","ນໆ","årtusenden","millenniis","millennia","millennia","aastatuhandete","tūkstantmečius","jarmiloj","joerdausende","millennia","arivo taona","gcoe若手シンポジウム","ribuan tahun"
"January","Yanvar","ജനുവരി","Janar","Jannar","ጥር","Јануари","January","كانون الثاني / يناير","जानेवारी","Հունվար","Januarie","Нэгдүгээр","Urtarrila","Januar","Ғинуарҙа","जनवरी","Студзень","Januar","জানুয়ারি","ਜਨਵਰੀ","ဇန္နဝါ","Януари","ژانویه","Januar","Styczeń","Ionawr","Janeiro","Január","Ianuarie","Tháng giêng","Январь","Janvye","Xaneiro","Јануар","Januari","ජනවාරි","Januára","Ιανουαρίου","Januarja","იანვარი","Januari","જાન્યુઆરી","Januari","Januar","Январ","ינואר","เดือนมกราคม","יאַנואַר","Enero","Januari","ஜனவரி","Eanáir","Гыйнвар","Gennaio","జనవరి","Janúar","Ocak","Enero","Қаңтар","Yanvar","ಜನವರಿ","Січень","Gener","جنوری","Январь","Tammikuuta","一月","Janvier","월","जनवरी","Ngojanuwari","Siječanj","ខែមករា","Leden","ເດືອນມັງກອນ","Januari","January","An t-samhain","Janvāris","Jaanuar","Sausio","Januaro","Januar","Januari","Janoary","月","Januari"
"February","Fevral","ഫെബ്രുവരി","Shkurt","Frar","የካቲት","Февруари","Hui-tanguru","شباط / فبراير","फेब्रुवारी","Փետրվար","Februarie","Хоердугаар сар","Otsaila","Februar","Февраль","फेब्रुअरी","Лютага","Februar","ফেব্রুয়ারি","ਫਰਵਰੀ","ဖေဖေါ်ဝါ","Февруари","فوریه","Februar","Luty","Chwefror","Fevereiro","Február","Februarie","Ngày","Февраль","Fevriye","Febreiro","Фебруар","Februari","පෙබරවාරි","Februára","Φεβρουαρίου","Februarja","თებერვალი","Februari","ફેબ્રુઆરી","Pébruari","Februar","Феврал","פברואר","เดือนกุมภาพันธ์","פעברואר","Pebrero","Februari","பிப்ரவரி","Feabhra","Февраль","Febbraio","ఫిబ్రవరి","Febrúar","Şubat","Febrero","Ақпан","Fevral","ಫೆಬ್ರವರಿ","Лютий","Febrer","فروری","Февраль","Helmikuuta","二月","Février","월","फरवरी","Februwari","Veljača","ខែកុម្ភៈ","Únor","ເດືອນກຸມພາ","Februari","February","An gearran","Februāris","Veebruar","Vasario","Februaro","Februar","Februari","Febroary","月","Februari"
"March","Mart","മാർച്ച്","Mars","Marzu","መጋቢት","Март","March","آذار / مارس","मार्च","Մարտի","Maart","Гуравдугаар","Martxoaren","März","Март","मार्च","Сакавіка","Mars","মার্চ","ਮਾਰਚ","မတ်လ","Март","مارس","Marta","Marca","Mawrth","Março","Március","Martie","Ngày","Марта","Mas","Marzo","Марта","Maart","මාර්තු","Marec","Μαρτίου","Marec","მარტი","Machi","માર્ચ","Maret","Marts","Март","מרץ","มีนาคม","מאַרץ","Marso","Maret","மார்ச்","Márta","Март","Marzo","మార్చి","Mars","Mart","Marzo","Наурыз","Mart","ಮಾರ್ಚ್","Березня","Març","مارچ","- Мартындагы","Maaliskuussa","三月","Mars","월","मार्च","Kweyokwindla","Ožujak","ខែមីនា","Březen","ນາ","Mars","Martii","Am màrt","Marts","Märts","Kovo","Marto","Mäerz","Maret","Diabe","月","Mac"
"April","Aprel","ഏപ്രിൽ","Prill","Ta'April","ሚያዚያ","Април","April","نيسان / أبريل","एप्रिल","Ապրիլ","April","Дөрөвдүгээр","Apirilaren","April","Апрель","अप्रिल","Красавік","April","এপ্রিল","ਅਪ੍ਰੈਲ","ဧပြီလ","Април","مارس","April","Kwiecień","Ebrill","Abril","Április","Aprilie","Ngày","Апрель","Avril","Abril","Април","April","අප්රේල්","Apríl","Απριλίου","April","აპრილი","Aprili","એપ્રિલ","April","April","Апрел","אפריל","เอพริล","אפריל","Abril","April","ஏப்ரல்","Aibreán","Апрель","Aprile","ఏప్రిల్","Apríl","Nisan","Abril","Сәуір","Aprel","ಏಪ್ರಿಲ್","Квітень","D'abril","اپریل","Апрель","Huhtikuuta","四月","Avril","월","अप्रैल","Ngoaprili","Travanj","ខែមេសា","Duben","ເດືອນເມສາ","April","Aprilis","An t-samhain","Aprīlis","Aprill","Balandžio","Aprilo","Abrëll","April","Aprily","月","April"
"May","May","മേയ്","Mund të","Jista","ግንቦት","Може да","Kia","قد","मे","Մայիս","Mag","Болно","Maiatzaren","Mai","Май","सक्छ","Май","Kan","হতে পারে","ਹੋ ਸਕਦਾ ਹੈ","မေလ","Май","ممکن است","Neka","Maj","Gall","Pode","Május","Poate","Có thể","Май","Pouvwa","Pode","Мај","Mei","හැක","Môže","Μπορεί να","Lahko","შეიძლება","Inaweza","શકે છે","Bisa","Kan","Май","אולי","อาจจะ","מייַ","Maaaring","Mungkin","மே","D ' fhéadfadh","Май","Maggio","మే","Getur","Olabilir","Mayo","Мамыр","Mumkin","ಮೇ","Травень","Maig","کر سکتے ہیں","Май","Voi","可","Mai","도","हो सकता है","Wanga","Svibanj","អាច","Května","ອາດຈະ","Maj","Ut","An cèitean","Maijs","Võib","Gali","Majo","Mee","Uga","Mety","月","Mungkin"
"June","İyun","ജൂൺ","Qershor","Ġunju","ሰኔ","Јуни","Pipiri","حزيران / يونيه","जून","Հունիս","Junie","Зургадугаар сарын","Ekainaren","Juni","Июнь","जुन","Чэрвень","Juni","জুন","ਜੂਨ","ဇွန်လ","Юни","ژوئن","Jun","Czerwiec","Mehefin","Junho","Június","Iunie","Tháng sáu","Июнь","Jen","Xuño","Јун","Juni","ජූනි","Júna","Ιουνίου","Junij","ივნისი","Juni","જૂન","Juni","Juni","Июн","יוני","มิถุนายน","יוני","Hunyo","Juni","ஜூன்","Meitheamh","Июнь","Giugno","జూన్","Júní","Haziran","Junio","Маусым","Iyun","ಜೂನ್","Червень","Juny","جون","Июнь","Kesäkuussa","六月","Juin","월","जून","Ngojuni","Lipanj","ខែមិថុនា","Června","ເດືອນມິຖຸນາ","Juni","June","An t-samhain","Jūnijs","Juuni","Birželis","Junio","Juni","Juni","Jona","月","Jun"
"July","İyul","ജൂലൈ","Korrik","Lulju","ሐምሌ","Јули","Hōngongoi","تموز / يوليه","जुलै","Հուլիս","Julie","Долдугаар сарын","Uztailaren","Juli","Июль","जुलाई","Ліпеня","Juli","জুলাই","ਜੁਲਾਈ","ဇူလိုင်လ","Юли","جولای","Jula","Lipiec","Gorffennaf","Julho","Július","Iulie","Ngày","Июль","Jiyè","Xullo","Јул","Juli","ජූලි","Júla","Ιουλίου","Julij","ივლისი","Julai","જુલાઈ","Juli","Juli","Июл","יולי","กรกฎาคม","יולי","Hulyo","Juli","ஜூலை","Iúil","Июль","Luglio","జూలై","Júlí","Temmuz","Julio","Шілде","Iyul","ಜುಲೈ","Липень","Juliol","جولائی","Июль","Heinäkuuta","七月","Juillet","월","जुलाई","Ngojulayi","Srpanj","ខែកក្កដា","Červenec","ເດືອນກໍລະກົດ","Juli","July","An t-samhain","Jūlijs","Juuli","Liepos","Julio","Juli","Juli","Jolay","月","Julai"
"August","Avqust","ഓഗസ്റ്റ്","Gusht","Awissu","ነሐሴ","Август","August","آب / أغسطس","ऑगस्ट","Օգոստոս","Augustus","Наймдугаар","Abuztua","August","Август","अगस्ट","Жнівень","August","আগস্ট","ਅਗਸਤ","သြဂုတ်လ","Август","مرداد","August","Sierpień","Awst","Agosto","Augusztus","August","Ngày","Август","Out","Agosto","Август","Augustus","අගෝස්තු","August","Τον αύγουστο","Avgust","აგვისტო","Agosti","ઓગસ્ટ","Agustus","August","Август","אוגוסט","เดือนสิงหาคม","אויגוסט","Agosto","Agustus","ஆகஸ்ட்","Lúnasa","Август","Agosto","ఆగస్టు","Ágúst","Ağustos","Agosto","Тамыз","Avgust","ಆಗಸ್ಟ್","Серпень","Agost","اگست","Август","Elokuussa","八月","Août","월","अगस्त","Agasti","Kolovoz","ខែសីហា","Srpna","ເດືອນສິງຫາ","Augusti","August","An t-samhain","Augusts","August","Rugpjūtis","Aŭgusto","August","Agustus","Aogositra","月","Ogos"
"September","Sentyabr","സെപ്റ്റംബർ","Shtator","Settembru","መስከረም","Септември","Mahuru","أيلول / سبتمبر","सप्टेंबर","Սեպտեմբեր","September","Есдүгээр","Iraila","September","Сентябрь","सेप्टेम्बर","Верасень","September","সেপ্টেম্বর","ਸਤੰਬਰ","စက်တင်ဘာလ","Септември","سپتامبر","Septembra","Wrzesień","Medi","Setembro","Szeptember","Septembrie","Tháng chín","Сентябрь","Septanm","Setembro","Септембар","September","සැප්තැම්බර්","September","Σεπτεμβρίου","Septembra","სექტემბერი","Septemba","સપ્ટેમ્બર","September","September","September","ספטמבר","กันยายน","סעפּטעמבער","Setyembre","September","செப்டம்பர்","Meán fómhair","Сентябрь","Settembre","సెప్టెంబర్","September","Eylül","Septiembre","Қыркүйек","Sentyabr","ಸೆಪ್ಟೆಂಬರ್","Вересень","Setembre","ستمبر","Сентябрь","Syyskuussa","九月","Septembre","월","सितंबर","Ngoseptemba","Rujan","នៅខែកញ្ញា","Září","ເດືອນກັນຍາ","September","September","An t-sultain","Septembris","September","Rugsėjis","Septembro","September","September","Septambra","月","September"
"October","Oktyabr","ഒക്ടോബർ","Tetor","Ottubru","ጥቅምት","Октомври","October","تشرين الأول / أكتوبر","ऑक्टोबर","Հոկտեմբերի","Oktober","Аравдугаар сар","Urriaren","Oktober","Октябрь","अक्टोबर","Кастрычніка","Oktober","অক্টোবর","ਅਕਤੂਬਰ","ေအာက္တိုဘာ","Октомври","اکتبر","Oktobar","Października","Hydref","Outubro","Október","Octombrie","Ngày","Октября","Oktòb","Outubro","Октобра","Oktober","ඔක්තෝබර්","Október","Οκτωβρίου","Oktobra","ოქტომბერი","Oktoba","ઓક્ટોબર","Oktober","Oktober","Октябр","אוקטובר","ตุลาคม","אקטאבער","Oktubre","Oktober","அக்டோபர்","Deireadh fómhair","Октябрь","Ottobre","అక్టోబర్","Október","Ekim","Octubre","Қазан","Oktyabr","ಅಕ್ಟೋಬರ್","Жовтня","D'octubre","اکتوبر","- Октябрындагы","Lokakuussa","十月","Octobre","월","अक्टूबर","Ngo-oktobha","Listopada","ខែតុលា","Říjen","ເດືອນຕຸລາ","Oktober","Aliquam","An t-luchar","Oktobris","Oktoober","Spalio","Oktobro","Oktober","Oktober","Oktobra","月","Oktober"
"November","Noyabr","നവംബർ","Nëntor","F'novembru","ህዳር","Ноември","November","تشرين الثاني / نوفمبر","नोव्हेंबर","Նոյեմբերի","November","Арваннэгдүгээр","Azaroaren","November","Ноябрь","नोभेम्बर","Лістапада","November","নভেম্বর","ਨਵੰਬਰ","နိုဝင်ဘာလ","Ноември","نوامبر","Novembar","Listopada","Tachwedd","Novembro","November","Noiembrie","Ngày","Ноября","Novanm","Novembro","Новембра","November","නොවැම්බර්","November","Νοεμβρίου","Novembra","ნოემბერი","Novemba","ખ્રિસ્ત્રી વર્ષનો અગિયારમો નવેમ્બર મહિનો","November","November","Ноябр","נובמבר","พฤศจิกายน","נאוועמבער","Nobyembre","November","நவம்பர்","Samhain","Ноябрь","Novembre","నవంబర్","Nóvember","Kasım","Noviembre","Қараша","Noyabr","ನವೆಂಬರ್","Листопада","Novembre","نومبر","- Ноябрындагы","Marraskuuta","十一月","Novembre","월","जुलाई","Kweyenkanga","Studeni","ខែវិច្ឆិកា","Listopadu","ເດືອນພະຈິກ","November","November","An t-samhain","Novembris","November","Lapkritis","Novembro","November","November","Novambra","月","November"
"December","Dekabr","ഡിസംബർ","Dhjetor","Diċembru","ዲሴምበር","Декември","Hakihea","كانون الأول / ديسمبر","डिसेंबर","Դեկտեմբեր","Desember","Арванхоердугаар сар","Abenduaren","Dezember","Декабрь","डिसेम्बर","Сьнежня","Desember","ডিসেম্বর","ਦਸੰਬਰ","ဒီဇင္ဘာ","Декември","دسامبر","Decembar","Grudzień","Rhagfyr","Dezembro","December","Decembrie","Ngày","Декабрь","Desanm","Decembro","Децембар","December","දෙසැම්බර්","December","Δεκεμβρίου","Decembra","დეკემბერი","Desemba","ડિસેમ્બર","Désémber","December","Декабр","דצמבר","ธันวาคม","דעצעמבער","Disyembre","Desember","டிசம்பர்","Nollaig","Декабрь","Dicembre","డిసెంబర్","Desember","Aralık","Diciembre","Желтоқсан","Dekabr","ಡಿಸೆಂಬರ್","Грудень","Desembre","دسمبر","Декабрь","Joulukuuta","十二月","Décembre","월","दिसंबर","Kweyomnga","Prosinac","ខែធ្នូ","Prosince","ເດືອນທັນວາ","December","December","An t-samhain","Decembris","Detsember","Gruodžio","Decembro","Dezember","Desember","Desambra","月","Disember"
"Monday","Bazar ertəsi","തിങ്കളാഴ്ച","E hënë","It-tnejn","ሰኞ","Понеделник","Rāhina","الاثنين","सोमवार","Երկուշաբթի","Maandag","Даваа","Astelehena","Montag","Дүшәмбе","सोमबार","Панядзелак","Mandag","সোমবার","ਸੋਮਵਾਰ ਨੂੰ","တနင်္လာနေ့","Понеделник","دوشنبه","Ponedjeljak","Poniedziałek","Dydd llun","Segunda-feira","Hétfő","Luni","Thứ hai","Понедельник","Lendi","Luns","Понедељак","Maandag","සඳුදා","Pondelok","Δευτέρα","Ponedeljek","ორშაბათი","Jumatatu","સોમવાર","Senén","Mandag","Душанбе","יום שני","วันจันทร์","מאנטאג","Lunes","Senin","திங்கள்","Dé luain","Дүшәмбе","Lunedì","సోమవారం","Mánudagur","Pazartesi","Lunes","Дүйсенбі","Dushanba","ಸೋಮವಾರ","Понеділок","Dilluns","پیر","Дүйшөмбү","Maanantaina","星期一","Lundi","월요일","सोमवार","Umvulo","Ponedjeljak","ថ្ងៃចន្ទ","V pondělí","ວັນຈັນ","Måndag","Monday","Diluain","Pirmdiena","Esmaspäev","Pirmadienis","Lundo","Méindeg","Ana","Alatsinainy","月曜日","Hari isnin"
"Tuesday","Çərşənbə axşamı","ചൊവ്വാഴ്ച","E martë","It-tlieta","ማክሰኞ","Вторник","Rātū","الثلاثاء","मंगळवार","Երեքշաբթի","Dinsdag","Мягмар","Asteartea","Dienstag","Шишәмбе","मंगलवार","У аўторак","Tirsdag","মঙ্গলবার","ਮੰਗਲਵਾਰ ਨੂੰ","အဂၤါေ","Вторник","شنبه","Utorak","We wtorek","Dydd mawrth","Terça-feira","Kedd","Marți","Thứ","Во вторник","Madi","Martes","У уторак","Dinsdag","අඟහරුවාදා","Utorok","Τρίτη","Torek","სამშაბათი","Jumanne","મંગળવાર","Salasa","Tirsdag","Рӯзи сешанбе","יום שלישי","วันอังคาร","דינסטיק","Martes","Selasa","செவ்வாய்க்கிழமை","Dé máirt","Сишәмбе көнне","Martedì","మంగళవారం","Þriðjudagur","Salı","Martes","Сейсенбі күні","Seshanba","ಮಂಗಳವಾರ","У вівторок","Dimarts","منگل","Шейшемби күнү","Tiistaina","星期二","Mardi","화요일","मंगलवार","Ulwesibini","Utorak","ថ្ងៃអង្គា","Úterý","ວັນອັງ","Tisdag","Martis","Diciadain","Otrdiena","Teisipäev","Antradienis","Mardo","Dënschdeg","Selasa","Ny talata teo","火曜日","Selasa"
"Wednesday","Çərşənbə","ബുധനാഴ്ച","E mërkurë","L-erbgħa","ረቡዕ","Среда","Wenerei","الأربعاء","बुधवार","Չորեքշաբթի","Woensdag","Лхагва","Asteazkena","Mittwoch","Мөхит","बुधबार","Асяроддзе","Onsdag","বুধবার","ਬੁੱਧਵਾਰ ਨੂੰ","ဗုဒ္ဓဟူးနေ့","Среда","جمعه","U srijedu","Środa","Dydd mercher","Quarta-feira","Szerda","Miercuri","Thứ tư","Среда","Mèkredi","Mércores","Среда","Woensdag","බදාදා","Streda","Τετάρτη","Sreda","ოთხშაბათი","Jumatano","બુધવાર","Rebo","Onsdag","Чш","יום רביעי","วันพุธ","מיטוואך","Miyerkules","Rabu","புதன்கிழமை","Dé céadaoin","Мохит","Mercoledì","బుధవారం","Miðvikudag","Çarşamba","Miércoles","Сәрсенбі","Chorshanba","ಬುಧವಾರ","Середа","Dimecres","بدھ","Чөйрө","Keskiviikkona","星期三","Mercredi","수요일","बुधवार","Ngolwesithathu","Srijeda","ថ្ងៃពុធ","Ve středu","ວັນພຸດ","Onsdag","Wednesday","Diciadain","Trešdiena","Kolmapäev","Trečiadienis","Merkredo","Mëttwoch","Wednesday","Alarobia","水曜日","Rabu"
"Thursday","Cümə axşamı","വ്യാഴാഴ്ച","E enjte","Il-ħamis","ሐሙስ","Четврток","Rāpare","الخميس","गुरुवार","Հինգշաբթի","Donderdag","Пүрэв гариг","Osteguna","Donnerstag","Кесаҙна","बिहीबार","Чацвер","Torsdag","বৃহস্পতিবার","ਵੀਰਵਾਰ ਨੂੰ","ကြာသပတေးနေ့","Четвъртък","پنج شنبه","Četvrtak","Czwartek","Dydd iau","Quinta-feira","Csütörtök","Joi","Thứ sáu","Четверг","Jedi","Xoves","Четвртак","Donderdag","බ්රහස්පතින්දා","Štvrtok","Πέμπτη","Četrtek","ხუთშაბათი","Alhamisi","ગુરુવાર","Kemis","Torsdag","Панҷшанбе","יום חמישי","วันพฤหัส","דאנערשטיק","Huwebes","Kamis","வியாழக்கிழமை","An déardaoin","Пәнҗешәмбе","Giovedì","గురువారం","Fimmtudagur","Perşembe","Jueves","Бейсенбі","Payshanba","ಗುರುವಾರ","Четвер","Dijous","جمعرات","Бейшемби","Torstaina","星期四","Jeudi","목요일","रविवार","Ngolwesine","Četvrtak","ថ្ងៃ","Ve čtvrtek","ວັນພະຫັດ","Torsdag","Jovis","Diardaoin","Ceturtdiena","Neljapäev","Ketvirtadienis","Ĵaŭdo","Donneschdeg","Thursday","Alakamisy","木曜日","Khamis"
"Friday","Cümə","വെള്ളിയാഴ്ച","E premte","Il-ġimgħa","አርብ","Петок","Rāmere","الجمعة","शुक्रवार","Ուրբաթ","Vrydag","Баасан","Ostirala","Freitag","Йома","शुक्रबार","Пятніца","Fredag","শুক্রবার","ਸ਼ੁੱਕਰਵਾਰ ਨੂੰ","သောကြာနေ့","Петък","جمعه","U petak","Piątek","Dydd gwener","Sexta-feira","Péntek","Vineri","Thứ sáu","Пятница","Vandredi","Venres","Петак","Vrijdag","සිකුරාදා","Piatok","Παρασκευή","Petek","პარასკევი","Ijumaa","શુક્રવાર","Jumaah","Fredag","Ҷумъа","יום שישי","วันศุกร์","פרייטאג","Biyernes","Jumat","வெள்ளிக்கிழமை","Dé haoine","Җомга","Venerdì","శుక్రవారం","Föstudaginn","Cuma","Viernes","Жұма","Juma","ಶುಕ್ರವಾರ","П'ятниця","Divendres","جمعہ","Жума","Perjantaina","星期五","Vendredi","금요일","शुक्रवार","Ngolwesihlanu","Petak","ថ្ងៃសុក្រ","V pátek","ວັນສຸກ","Fredag","Veneris","Dihaoine","Piektdiena","Reede","Penktadienis","Vendredo","Freideg","Ana","Zoma","金曜日","Jumaat"
"Saturday","Şənbə","ശനിയാഴ്ച","E shtunë","Is-sibt","ቅዳሜ","Сабота","Rāhoroi","السبت","शनिवार","Շաբաթ","Saterdag","Бямба гариг","Larunbata","Samstag","Шәмбе","शनिबार","Субота","Lørdag","শনিবার","ਸ਼ਨੀਵਾਰ ਨੂੰ","စနေနေ့","Събота","شنبه","U subotu","Sobota","Sadwrn","Sábado","Szombat","Sâmbătă","Thứ bảy","Суббота","Samdi","Sábado","Субота","Zaterdag","සෙනසුරාදා","Sobota","Το σάββατο","Sobota","შაბათი","Jumamosi","શનિવાર","Saptu","Lørdag","Шанбе","שבת","วันเสาร์","שבת","Sabado","Sabtu","சனிக்கிழமை","Dé sathairn","Шимбә","Sabato","శనివారం","Laugardagur","Cumartesi","Sábado","Сенбі","Shanba","ಶನಿವಾರ","Субота","Dissabte","ہفتہ","Ишемби","Lauantaina","星期六","Samedi","토요일","शनिवार","Mgqibelo","Subota","ថ្ងៃសៅរ៍","V sobotu","ວັນເສົາ","Lördag","Saturday","Disathairne","Sestdiena","Laupäev","Šeštadienis","Sabato","Samschdes","Ana","Asabotsy","土曜日","Sabtu"
"Sunday","Bazar günü","ഞായറാഴ്ച","Të dielën","Il-ħadd","እሁድ","Недела","Rātapu","الأحد","रविवार","Կիրակի","Sondag","Ням","Igandea","Sonntag","Йәкшәмбе","आइतबार","Нядзелю","Søndag","রবিবার","ਐਤਵਾਰ ਨੂੰ","တနင်္ဂနွေ","Неделя","یکشنبه","U nedjelju","Niedziela","Dydd sul","Domingo","Vasárnap","Duminică","Chủ nhật","Воскресенье","Dimanch","Domingo","Недеља","Zondag","ඉරිදා","Nedeľa","Κυριακή","Nedelja","კვირა","Jumapili","રવિવાર","Minggu","Søndag","Якшанбе","יום ראשון","วันอาทิตย์","זונטיק","Linggo","Minggu","ஞாயிறு","Dé domhnaigh","Якшәмбе","Domenica","ఆదివారం","Sunnudagur","Pazar","Domingo","Жексенбі","Yakshanba","ಭಾನುವಾರ","Неділя","Diumenge","اتوار","Жекшемби","Sunnuntaina","周日","Dimanche","일요일","रविवार","Icawe","Nedjelja","ថ្ងៃអាទិត្យ","V neděli","ວັນອາທິດ","Söndag","Dominica","Didòmhnaich","Svētdiena","Pühapäev","Sekmadienis","# Diman? o","Sonnde","Sunday","Alahady","日曜日","Ahad"
